path	mode	kind	git_object_id	bytes	sha256	status	reason
docs/make.bat	100644	blob	9eaf9b88930578b9da103662becd0d1a9a1c6c53	7253	d65d3af3fd9f81bfa4dd7b773d057125af36f4df5e5bc4234fe3127ccf6c6dcc	excluded	outside-native-package
docs/requirements.txt	100644	blob	8c2488252b465f540aa169128cd959818057ef92	87	f92e256d9789c16a167b9b50d21a426c59084afae29112f1ae2bbd0d74957e9f	excluded	outside-native-package
docs/user/advanced.rst	100644	blob	2a91401a259bd2d93368cda379a1ad290f4e9608	40136	433ad640d9da72ac31ce6816e9b7eb43d62e3545f4b274212215b23a3f194ec6	excluded	outside-native-package
docs/user/authentication.rst	100644	blob	0737bd319a2a53dea3c99a663df701221ed68efe	5400	cf7f9d1159c02747f64009c629ac546cd7332b8eba5a0712230022b132d85194	excluded	outside-native-package
docs/user/install.rst	100644	blob	d0d454d37de9ebdf35232eb624499de7a4b86598	1036	0033feb63f22f2f5e907da42af9d939cc27df1df2f9d9f8f0099fda40eff8ab8	excluded	outside-native-package
docs/user/quickstart.rst	100644	blob	7fac5ce735e1e433e67361bbbf155bd78619da84	19214	ed8a2ed3efe2b5882ad98493269caf4be7d04c3a92bcc386a7758a1ad278734f	excluded	outside-native-package
ext/LICENSE	100644	blob	c38aa5c3f55a389eb2c015eb40cd67f2c15d633c	51	3172d399cbd8f10609e73fec73d0e0b33eecd3c572a68b0722229d8c7059f725	excluded	outside-native-package
ext/flower-of-life.jpg	100644	blob	f92cc3b17bbcf77090195253310a900c650174dd	14896	1b155652b7a20734dc0c056d4d0fb91d1a7951cb99142adaed5316302daeb3df	excluded	outside-native-package
ext/kr-compressed.png	100644	blob	53210649cc70879045fb1a005aaa8913e267b661	5954	6607917997aaa337f9ab9f1d3ff54d0a2c3177e5e10444d1e2d34a3912632871	excluded	outside-native-package
ext/kr.png	100644	blob	b18d76bfe0310aa112724d7378113c39df8e705d	9459	245f38d6101ce40366c1a30aec5a86b8b8885524ef86968162bf7cf3907307f3	excluded	outside-native-package
